,snr,res,dm,mSigma,da,aSigma
0,19.74799287992563,0.4091912268968992,-0.006927820277463876,0.016091771703876115,0.005706120053321037,0.006342503682353971
1,19.179740620934748,0.4842723564243333,-7.149027048965542e-05,0.013258938794387047,-0.0010397847966242026,0.00513523376342936
2,18.934839007441013,0.5359401463833074,-0.005013669402519263,0.012378124672655068,-0.0027669662802274012,0.004719117459103806
3,18.79508727422273,0.5796575244970187,-0.01130501893078472,0.011038090410823409,-0.0030375019123659273,0.004149429553664787
4,18.70727782587669,0.6201131514738777,-0.01021526108467281,0.010458605983054953,-0.0035495090876521296,0.0038817983552270957
5,18.688677749120266,0.6608014451961861,-0.015978887827934458,0.009734092098473686,-0.004752767445675309,0.0035476616777198925
6,18.775290171887157,0.7052851198882345,-0.018784859948321766,0.009026433897029474,-0.002112764462965243,0.0031980884932192705
7,19.09901428034487,0.7689107709465843,-0.01779058530040814,0.010082126027661936,-0.00020264305735423612,0.0033804028844130734
8,24.71138753561869,0.3697417723906968,0.02065455230986101,0.013122396376746049,0.008109533826448127,0.0051113836596063545
9,24.403955534409427,0.4411508289793547,0.02043874668723925,0.011417457474012868,0.0038282332257923,0.004416016171532636
10,24.229283922459622,0.499673420498641,0.010250166582324746,0.01002674631119673,-0.00015680338414593951,0.0038338538728475194
11,24.125993239350624,0.5530443446671176,0.0027851636952252656,0.00911973363641928,-0.0011861809134790843,0.0034775317453118724
12,24.069676202237385,0.6042900497911868,-0.0026943116672272886,0.008150123075242611,-0.0028189281526059904,0.003091664864259448
13,24.049247666873445,0.6565794510280408,-0.005364142498141203,0.007707311514725732,-0.0018836379684625225,0.0028853690539975244
14,24.074160951343693,0.7128662822752679,-0.005607528844296508,0.0070061388380444865,-0.0013947030060113804,0.0025922021694770726
15,24.13394353682356,0.7865786943731182,-0.0077667870588072965,0.007951812901301036,0.0006607821331006572,0.0028240373437574983
16,30.537884968029232,0.3507093666205207,0.026343552993615335,0.011930737868055418,0.008646357393884533,0.004601339148009184
17,30.393738421082066,0.4173674257038642,0.020599363498503855,0.010180486829162822,0.004948801310490509,0.003911907211882399
18,30.3386813346595,0.4779398636280986,0.00829475448091892,0.008821966173221119,-0.0011769101949008764,0.0033519029032459268
19,30.27483404649126,0.5360832633308278,0.003247556341564176,0.007775318974036898,-0.0019267545611182978,0.002947938711622771
20,30.268817961279737,0.5948457029616293,-0.00199627836129727,0.006914865940201433,-0.0022525635617527467,0.0026208591284214264
21,30.28744510615296,0.6550988097802014,-0.002924891502880815,0.006257851408046573,-0.0017480511582855132,0.002349068504828387
22,30.340714722952647,0.7193078679268601,0.00035125948427469546,0.006030444980325113,-0.00042236301334881146,0.0022310289741312214
23,30.300521817121396,0.8008573377043721,-0.0024846791427029294,0.006768481726316321,0.0009030203489804461,0.0024147848407271564
24,38.671242476248075,0.3434176740265191,0.028919026387660668,0.01015126858544678,0.006772909994043988,0.003898321731433576
25,38.57970766159363,0.41090730699078215,0.01760491299463398,0.008503020552971611,0.0012240220519466535,0.003245233337202537
26,38.52277242595073,0.4746669764326832,0.00658652999951585,0.007336895944568625,-0.001122024458517507,0.0027975196123306376
27,38.53796908708414,0.5369963364052828,-0.0020015738978609674,0.006377373789700165,-0.001990568449203578,0.0024260907473764347
28,38.57165537213668,0.6004386691516836,-0.004397409469664472,0.0054781346558970484,-0.0017083359413047187,0.00207474597178615
29,38.596571782836,0.6644513361743273,-0.0013471353255475379,0.005008673873807785,-0.0008141114556852748,0.0018914822404171084
30,38.610408549668044,0.7307986757748819,0.004880153599776492,0.00485683088632911,-0.0002530675117115842,0.0018052182755021406
31,38.624335470798016,0.8153005391423398,4.5786339262450515e-05,0.0054567740660989355,0.0006016660290462334,0.0019415599294517205
32,50.856117024316184,0.3411516165407774,0.02518150987150544,0.008303733897240314,0.002176019184927441,0.0031803582580141113
33,50.821096881812345,0.4110858186554949,0.012398312166435606,0.006987904276960989,-0.0011763288300499003,0.0026623119947045415
34,50.7682262778524,0.4776943920058268,0.0021372357958077733,0.005870694862159824,-0.001627315369133425,0.002247536005810375
35,50.761957570952696,0.5439127218886861,-0.007165818506300471,0.0049517985456973435,-0.0014503888576235533,0.0018868993397624365
36,50.79817547404414,0.6104936936720615,-0.008022394811003641,0.00433799794501972,-0.0008448525236560474,0.0016433000519199955
37,50.84797099005951,0.6766446625757445,-0.0028163080983378552,0.003918998248079998,-1.5306161022669244e-05,0.001474670730518663
38,50.953901841394135,0.7443108634730979,0.007389478003859997,0.0036979594303450463,0.0002336299928314457,0.001380103348431647
39,51.10658582687254,0.8298333034766537,0.0029422188398724354,0.004083034291290918,0.0005752717675859197,0.001450269955312651
40,71.01899815764575,0.3411682238337396,0.02192082116535378,0.006461164985952213,0.00040252995702501,0.002471231008934345
41,71.0953315230725,0.4140203741956181,0.011974827285662862,0.00531498167905512,-0.0010079232573447648,0.0020378548001812043
42,71.16066584600175,0.4821846523682031,-0.00234952988356776,0.004470030742219153,-0.000986727760583971,0.0016983685187876311
43,71.0451913617212,0.5511178525485082,-0.01039894889646734,0.0038252722649052013,-0.0005439482332375766,0.0014533410011618125
44,70.8781771649077,0.6210305527910713,-0.012816196091018178,0.0032972839346022305,0.0002769772420192424,0.0012542109952995738
45,70.93323863662097,0.6904073826056749,-0.006672427707848302,0.002936297115241759,0.0006774155708129648,0.0011131756794989182
46,71.13930113448255,0.7599103365772597,0.0053246855857964695,0.002879727795093218,0.0005244875234583098,0.0010784315497537728
47,71.87980074406096,0.8457010266251731,0.007254938731482176,0.003027283558720807,0.0006249533999128165,0.0010753439767765289
48,106.7385970388456,0.34874959968620683,0.024822721591819415,0.004711054951284757,0.00010126979001950096,0.0018279948019461398
49,109.3956002043101,0.4268798510493103,0.014268048709255719,0.003751344068952972,-0.0006790308675912048,0.0014420708670049905
50,110.27658076238949,0.4949504710304586,-0.0026075253622082004,0.003256730415549912,-0.0005173015489562192,0.0012389372432470252
51,110.60168201779562,0.5635472561616056,-0.01245477247882824,0.002753192349286952,3.53695332474431e-05,0.0010471442153928332
52,110.24760164250748,0.6353527040633604,-0.01590686340244446,0.002390443402775196,0.001050180154326904,0.0009080583058800138
53,110.19725204512876,0.7080706109174201,-0.0091337970823375,0.0022000636279463103,0.0013810804081906868,0.0008402104881623531
54,110.83137260213051,0.7786175590315886,-0.00048669674379571426,0.002168187183849616,0.0013527162984368478,0.0008136855148327811
55,112.33298371532032,0.862378798804027,0.006413664313521306,0.0021328566132154682,0.0008805036275363242,0.0007599873813427903
56,163.65572422089605,0.4023850728474578,0.029198387348466737,0.0031135106798539816,0.00016332392795926438,0.0012210504564377775
57,184.66190270784003,0.5035576773756407,0.005329705954008019,0.0022882897639742287,-0.0004611749952659282,0.0008928671249504987
58,203.92625553409408,0.5807954745164278,-0.008728075434255612,0.0019668826380440547,-0.00028359033102258593,0.0007577283295142361
59,222.34194261783858,0.6502367549298039,-0.011463862342100534,0.0016941249840153575,0.00021118527926893872,0.000651624932059768
60,240.17475043805803,0.7145058902246746,-0.002752748718961591,0.0015628678433376154,0.0006653024602686674,0.0005974917499582095
61,251.47527485663952,0.7733680793950024,-0.0016115491067276236,0.001520907503693779,0.0007402920971792057,0.0005803672933503555
62,266.44230252775907,0.8297403835561347,0.002044006277600964,0.001510759011208636,0.0006855808264844868,0.0005638088134129221
63,293.7731246480649,0.8948183147091554,,0.0014875483937173183,,0.000529509454195455
