1.503066505351261029e+01 3.420320212816122529e-01 3.314835999042037296e-01
1.472695259342959417e+01 3.902863166975638065e-01 3.288585697398830332e-01
1.462857210833496957e+01 4.222543351406709555e-01 3.382334843216095455e-01
1.458922259871305904e+01 4.475110490313199962e-01 3.463125077555258557e-01
1.455761002842122842e+01 4.689915830948350184e-01 3.504898041942262621e-01
1.454278170992439101e+01 4.879338549625678034e-01 3.539817744940254030e-01
1.454016364557724827e+01 5.049714022522880930e-01 3.602620501813099674e-01
1.452435673402273508e+01 5.206924217947542788e-01 3.629171357597762992e-01
1.451723945562404516e+01 5.354163067826965827e-01 3.596022546218164972e-01
1.450562847573776004e+01 5.494648906472505701e-01 3.621462727256535286e-01
1.450239238481700710e+01 5.629092994005205908e-01 3.639976433241991494e-01
1.449308189874208352e+01 5.759263300958247234e-01 3.681527569569359448e-01
1.449426954743157303e+01 5.885896280840059447e-01 3.674116231999271509e-01
1.447845904724757382e+01 6.008939357819970128e-01 3.702403807485650789e-01
1.447542274468542978e+01 6.128409412425530611e-01 3.754326957825329103e-01
1.446505985605012867e+01 6.247087749718628347e-01 3.754517809367872161e-01
1.446267035840809712e+01 6.365063859304951333e-01 3.760017147911903779e-01
1.444935389861341335e+01 6.481878983007894890e-01 3.788980112485749729e-01
1.444419005230157005e+01 6.597739254174936896e-01 3.810145266087880955e-01
1.443193634390952695e+01 6.714118426129204176e-01 3.819543978147214025e-01
1.443501101581592039e+01 6.831934443434576343e-01 3.867108521469327931e-01
1.442079096620382828e+01 6.951913835389722518e-01 3.866151064400425996e-01
1.442524729938495653e+01 7.073773376781022915e-01 3.867883259854808520e-01
1.441233129837251248e+01 7.199814040554184391e-01 3.868925089599685174e-01
1.439573670518648285e+01 7.333858252584741777e-01 3.900133352165475742e-01
1.438405195821794713e+01 7.478086375530833552e-01 3.919534087451062576e-01
1.438545229696924110e+01 7.636853993448294853e-01 3.924118719087779650e-01
1.435757890466080688e+01 7.819474186899381118e-01 3.858926065278010520e-01
1.434053106691295554e+01 8.057520133323482492e-01 3.640858778880975977e-01
1.424742297400784352e+01 8.515039740668464141e-01 3.848880898093195446e-01
1.680934862863223955e+01 3.264101409837373846e-01 3.383243873249054401e-01
1.677943135065182645e+01 3.674208934395594706e-01 3.568616733482433689e-01
1.676861596160153667e+01 3.985215220383499513e-01 3.646126778232362531e-01
1.675762513037617296e+01 4.242207492420431159e-01 3.732220862522067639e-01
1.675463175972919672e+01 4.463076832317288689e-01 3.717655482012051094e-01
1.674089464093404800e+01 4.659508819412436220e-01 3.732982933690938143e-01
1.673948327787609003e+01 4.838005968375994059e-01 3.756066613337255555e-01
1.672927697637517852e+01 5.002038863894120446e-01 3.787866314529272915e-01
1.672545419957391388e+01 5.156898369111995173e-01 3.791292201913774584e-01
1.672529252276561351e+01 5.304641682978992190e-01 3.760376781346035924e-01
1.672130833258616178e+01 5.446186885820454293e-01 3.779288268232178227e-01
1.671264158408906653e+01 5.582464910073118292e-01 3.797760123490859230e-01
1.671479230598497523e+01 5.715798416402473325e-01 3.820684574366231545e-01
1.671317558312869878e+01 5.845714046567709321e-01 3.852698309171001534e-01
1.671425599048761512e+01 5.973194194606363805e-01 3.872720067826972978e-01
1.671076422118229488e+01 6.099056749975447778e-01 3.899126488311482897e-01
1.670606683147808980e+01 6.223303250583657187e-01 3.887882409399180395e-01
1.670795996991754606e+01 6.347978040132609134e-01 3.937185715647923967e-01
1.670513293633234397e+01 6.471595555240206021e-01 3.945315309808343218e-01
1.670486918502642126e+01 6.594923188655764656e-01 3.959888958759011923e-01
1.670789729302340376e+01 6.719584157893181420e-01 3.981490682565226868e-01
1.671346793080405035e+01 6.846303925855985462e-01 4.004731871193096815e-01
1.671190299680700875e+01 6.975707808786343334e-01 4.018965031388394005e-01
1.670216779713607380e+01 7.109440521703263016e-01 4.021815679007028632e-01
1.670612344552965567e+01 7.250034015336930260e-01 4.043378863536515322e-01
1.670736519427000033e+01 7.401924681255432903e-01 4.065557729962566147e-01
1.670581538336753269e+01 7.568123699147993877e-01 4.062019865694439513e-01
1.670457109794271133e+01 7.760731018696368499e-01 4.004054920643002058e-01
1.671532367834305788e+01 8.007278528283066077e-01 3.896383433936921326e-01
1.671922949341971432e+01 8.461178920306736684e-01 3.987239606020479554e-01
1.829556391049124286e+01 3.211947369141321951e-01 3.607441883832517848e-01
1.828441925306962546e+01 3.567189674345886408e-01 3.738618823957975956e-01
1.828129497230000666e+01 3.853622890914542576e-01 3.748167230015652662e-01
1.827405749755731890e+01 4.098985568689865744e-01 3.766411617395383771e-01
1.827086896022897733e+01 4.315565219814408993e-01 3.725069246520288369e-01
1.826794938971858784e+01 4.510000306678086379e-01 3.727880084057637600e-01
1.826198939120383002e+01 4.690139646745398738e-01 3.745621003487968892e-01
