,snr,res,m,mSigma,a,aSigma
22,30.340714722952647,0.7193078679268601,-0.0063004244326618775,0.006030444980325113,0.0019023005751641897,0.0022310289741312214
23,30.300521817121396,0.8008573377043721,-0.010776943818855383,0.006768481726316321,0.00133204182647928,0.0024147848407271564
24,38.671242476248075,0.3434176740265191,0.024314751104895782,0.01015126858544678,0.015055528025375908,0.003898321731433576
25,38.57970766159363,0.41090730699078215,0.01135936949749046,0.008503020552971611,0.00833147448355431,0.003245233337202537
26,38.52277242595073,0.4746669764326832,-0.0012053170948240766,0.007336895944568625,0.004867262164292008,0.0027975196123306376
27,38.53796908708414,0.5369963364052828,-0.0113214939311157,0.006377373789700165,0.0028983443964527567,0.0024260907473764347
28,38.57165537213668,0.6004386691516836,-0.01523878122559924,0.0054781346558970484,0.0020705617867390388,0.00207474597178615
29,38.596571782836,0.6644513361743273,-0.013722939847328114,0.005008673873807785,0.0018412538513147263,0.0018914822404171084
30,38.610408549668044,0.7307986757748819,-0.009054201934577039,0.00485683088632911,0.0012417829100631536,0.0018052182755021406
31,38.624335470798016,0.8153005391423398,-0.015668004281427755,0.0054567740660989355,0.0006373978657280392,0.0019415599294517205
32,50.856117024316184,0.3411516165407774,0.01428517939020246,0.008303733897240314,0.008009081826353057,0.0031803582580141113
33,50.821096881812345,0.4110858186554949,-0.00018886990460863923,0.006987904276960989,0.003799209500620515,0.0026623119947045415
34,50.7682262778524,0.4776943920058268,-0.012044792362405729,0.005870694862159824,0.0025314825260520004,0.002247536005810375
35,50.761957570952696,0.5439127218886861,-0.0229469632635564,0.0049517985456973435,0.0018897026287502112,0.0018868993397624365
36,50.79817547404414,0.6104936936720615,-0.025381979180370218,0.00433799794501972,0.0016779938280322426,0.0016433000519199955
37,50.84797099005951,0.6766446625757445,-0.021743047336295174,0.003918998248079998,0.0016932450676062638,0.001474670730518663
38,50.953901841394135,0.7443108634730979,-0.013119002526827322,0.0036979594303450463,0.0011092281475461024,0.001380103348431647
39,51.10658582687254,0.8298333034766537,-0.019434965619718136,0.004083034291290918,0.00041081063591319467,0.001450269955312651
40,71.01899815764575,0.3411682238337396,0.005310269134958134,0.006461164985952213,0.004205746268941102,0.002471231008934345
41,71.0953315230725,0.4140203741956181,-0.006389894971346642,0.00531498167905512,0.0022093935895795454,0.0020378548001812043
42,71.16066584600175,0.4821846523682031,-0.022344124132952066,0.004470030742219153,0.0016821025432645076,0.0016983685187876311
43,71.0451913617212,0.5511178525485082,-0.032018142242180775,0.0038252722649052013,0.0015735157982613816,0.0014533410011618125
44,70.8781771649077,0.6210305527910713,-0.03606934224175995,0.0032972839346022305,0.0018348334128076983,0.0012542109952995738
45,70.93323863662097,0.6904073826056749,-0.0315411544895883,0.002936297115241759,0.0016797235034337562,0.0011131756794989182
46,71.13930113448255,0.7599103365772597,-0.021149223126107466,0.002879727795093218,0.0009700839972841546,0.0010784315497537728
47,71.87980074406096,0.8457010266251731,-0.021146158343519378,0.003027283558720807,0.00038654649082249873,0.0010753439767765289
48,106.7385970388456,0.34874959968620683,0.00298971141326565,0.004711054951284757,0.002281457263708875,0.0018279948019461398
49,109.3956002043101,0.4268798510493103,-0.009455783011204325,0.003751344068952972,0.0011269895486883848,0.0014420708670049905
50,110.27658076238949,0.4949504710304586,-0.02794542408211477,0.003256730415549912,0.000969833223452652,0.0012389372432470252
51,110.60168201779562,0.5635472561616056,-0.03940047235851583,0.002753192349286952,0.0012032102805351937,0.0010471442153928332
52,110.24760164250748,0.6353527040633604,-0.044514647603409174,0.002390443402775196,0.0018848908559631894,0.0009080583058800138
53,110.19725204512876,0.7080706109174201,-0.03940835308049939,0.0022000636279463103,0.0018794186746096866,0.0008402104881623531
54,110.83137260213051,0.7786175590315886,-0.032387334413394774,0.002168187183849616,0.001523205218855325,0.0008136855148327811
55,112.33298371532032,0.862378798804027,-0.027366793890349406,0.0021328566132154682,0.0006658533746311422,0.0007599873813427903
56,163.65572422089605,0.4023850728474578,0.0016970620874045307,0.0031135106798539816,0.0010681020457553037,0.0012210504564377775
57,184.66190270784003,0.5035576773756407,-0.024998465314755483,0.0022882897639742287,0.00015083764484044408,0.0008928671249504987
58,203.92625553409408,0.5807954745164278,-0.04117776353202518,0.0019668826380440547,0.00013851239625339937,0.0007577283295142361
59,222.34194261783858,0.6502367549298039,-0.04574230205597141,0.0016941249840153575,0.0004898631509050802,0.000651624932059768
60,240.17475043805803,0.7145058902246746,-0.038701789774111726,0.0015628678433376154,0.0008258399115002944,0.0005974917499582095
61,251.47527485663952,0.7733680793950024,-0.03899471732257309,0.001520907503693779,0.0008047876051987533,0.0005803672933503555
62,266.44230252775907,0.8297403835561347,-0.03673127321759597,0.001510759011208636,0.000664254241626065,0.0005638088134129221
63,293.7731246480649,0.8948183147091554,-0.02924846445376366,0.0014875483937173183,0.00027784997217520074,0.000529509454195455
