,snr,res,m,mSigma,a,aSigma
0,19.74799287992563,0.4091912268968992,0.016199496952499254,0.016091771703876115,0.0243912996155229,0.006342503682353971
1,19.179740620934748,0.4842723564243333,0.022543281681090294,0.013258938794387047,0.014882544085765528,0.00513523376342936
2,18.934839007441013,0.5359401463833074,0.016906019221225227,0.012378124672655068,0.010963043532994687,0.004719117459103806
3,18.79508727422273,0.5796575244970187,0.009848955513859226,0.011038090410823409,0.008688077982922815,0.004149429553664787
4,18.70727782587669,0.6201131514738777,0.010148259182402197,0.010458605983054953,0.006268303798932347,0.0038817983552270957
5,18.688677749120266,0.6608014451961861,0.0033439366892552558,0.009734092098473686,0.00306752957035673,0.0035476616777198925
6,18.775290171887157,0.7052851198882345,-0.0008031206060345464,0.009026433897029474,0.0034944553454738514,0.0031980884932192705
7,19.09901428034487,0.7689107709465843,-0.0018783644536650157,0.010082126027661936,0.0024313203615641266,0.0033804028844130734
8,24.71138753561869,0.3697417723906968,0.030612820470096683,0.013122396376746049,0.0222756109754672,0.0051113836596063545
9,24.403955534409427,0.4411508289793547,0.02874602217128963,0.011417457474012868,0.015800985769544806,0.004416016171532636
10,24.229283922459622,0.499673420498641,0.017163880370389573,0.01002674631119673,0.009974468841158959,0.0038338538728475194
11,24.125993239350624,0.5530443446671176,0.008390195145416418,0.00911973363641928,0.007238999616047095,0.0034775317453118724
12,24.069676202237385,0.6042900497911868,0.0016577742268424345,0.008150123075242611,0.003961909783800399,0.003091664864259448
13,24.049247666873445,0.6565794510280408,-0.0022878349515061125,0.007707311514725732,0.0032224704969312443,0.0028853690539975244
14,24.074160951343693,0.7128662822752679,-0.0038954915963110848,0.0070061388380444865,0.0019183619367748143,0.0025922021694770726
15,24.13394353682356,0.7865786943731182,-0.0074990989681743,0.007951812901301036,0.0016982022306930092,0.0028240373437574983
16,30.537884968029232,0.3507093666205207,0.028643208257570496,0.011930737868055418,0.019765136686445913,0.004601339148009184
17,30.393738421082066,0.4173674257038642,0.02127070183408729,0.010180486829162822,0.014484538530603351,0.003911907211882399
18,30.3386813346595,0.4779398636280986,0.007479866269111568,0.008821966173221119,0.00691785249222765,0.0033519029032459268
19,30.27483404649126,0.5360832633308278,0.0010274015996143415,0.007775318974036898,0.004778462224124591,0.002947938711622771
20,30.268817961279737,0.5948457029616293,-0.0056588342529185764,0.006914865940201433,0.0030398482935416315,0.0026208591284214264
21,30.28744510615296,0.6550988097802014,-0.008054734450014811,0.006257851408046573,0.0021053158827077922,0.002349068504828387
