,z,dm,mSigma,da,aSigma
0,0.3597793489166342,-0.005332998427009779,0.002049664997519177,-0.003921497654482454,0.0007698326824359795
1,0.764517039294553,0.002439112755435291,0.0018644735745680647,-0.002667936513895519,0.000700433253976648
2,1.214717438036427,0.029594638819513186,0.0031555402278998002,-0.0006727616504189626,0.0011850516222983631
3,1.8458381448492862,-0.015538227354049668,0.0057365580201178485,0.006214334183757465,0.0021544378660080265
4,2.989760428451784,-0.05330050982823753,0.010669494593695626,0.005779181410050516,0.003990071725996845
